,NG-18809-DFG-ITS1-13_lib318461_6317_1,NG-18809-DFG-ITS1-14_lib318462_6317_1,NG-18809-DFG-ITS1-15_lib318463_6317_1,NG-18809-DFG-ITS1-16_lib318464_6317_1,NG-18809-DFG-ITS1-21_lib318469_6317_1,NG-18809-DFG-ITS1-24_lib318472_6317_1,NG-18809-DFG-ITS1-30_lib318478_6317_1,NG-18809-DFG-ITS1-34_lib318482_6317_1,NG-18809-DFG-ITS1-36_lib318484_6317_1,NG-18809-DFG-ITS1-4_lib318452_6317_1,NG-18809-DFG-ITS1-45_lib318493_6317_1,NG-18809-DFG-ITS1-47_lib318495_6317_1,NG-18809-DFG-ITS1-5_lib318453_6317_1,NG-18809-DFG-ITS1-6_lib318454_6317_1,NG-18809-DFG-ITS1-8_lib318456_6317_1,NG-18810-DFG-ITS2-0_lib317646_6313_1,NG-18810-DFG-ITS2-15_lib318510_6313_1,NG-18810-DFG-ITS2-18_lib318513_6313_1,NG-18810-DFG-ITS2-20_lib318515_6313_1,NG-18810-DFG-ITS2-21_lib318516_6313_1,NG-18810-DFG-ITS2-24_lib318519_6313_1,NG-18810-DFG-ITS2-26_lib318521_6313_1,NG-18810-DFG-ITS2-27_lib318522_6313_1,NG-18810-DFG-ITS2-28_lib318523_6313_1,NG-18810-DFG-ITS2-3_lib318498_6313_1,NG-18810-DFG-ITS2-34_lib318529_6313_1,NG-18810-DFG-ITS2-39_lib318534_6313_1,NG-18810-DFG-ITS2-42_lib318537_6313_1,NG-18810-DFG-ITS2-43_lib318538_6313_1,NG-18810-DFG-ITS2-9_lib318504_6313_1,taxonomy,Taxon,RS notes,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source
ASV448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55E-05,1.79E-05,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Fuscostagonospora;s__banksiae,-,,-,-,-,-,-,-,Unassigned,-
ASV454,0,0,0,0,0,0,0,0,0,9.24E-05,0.000500904,0,0.000173151,0,0,0,0,0,0,0,0,0.001049093,0,0,0,0,0,6.85E-05,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__unassigned,Cistella,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV455,1.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000339121,0,0,0,0,0,0,0,0,0,0,2.25E-05,0,0.000120984,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Arthrocatena;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV460,1.81E-05,0,0,0,0,0.000117476,0,0,0,0,0,0,0,0,0,1.50E-05,1.76E-05,0,0,1.62E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Nigrograna;s__cangshanensis,Nigrograna,Pathotroph,13,Pathotroph,Animal Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV462,2.17E-05,0,8.52E-06,4.96E-05,0,0,0,0,0,0,0,0,0,0,3.03E-05,0,0,0,0,0,0,0,0,5.22E-05,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__unassigned,Mycosphaerellaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV469,0,0,0,0,0,0,0,0,0,0,0.000165553,0,0,0,3.03E-05,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus;s__enteroleucus,Plenodomus,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV471,0,0,0,4.96E-05,0,0,0,0,0,0,0,0,0,0,0.000121062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__unassigned;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV473,0,0,0,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiella;s__intermedia,Sporormiella,Saprotroph,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV477,0,0,0,0,0,0,0,0,0,0,0.00216068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__pseudodestructans,Ilyonectria,Pathotroph,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV48,0.002007008,0.009205699,0.001781559,0.001215022,0.000981962,6.04E-05,0,0,0.000848247,0,0.000946624,0,0,0,0,2.99E-05,0.001600781,0.005556727,0.002860281,0,0,0.002193182,0,0.000502093,0.011781535,0,0.007919385,0.00496055,0.002085387,0.01273368,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Helicodendron;s__westerdijkiae,Helicodendron,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV481,0.000177195,0,4.26E-05,0,0,2.35E-05,0.000196849,0,4.48E-05,7.64E-05,0,0,0,0,3.40E-05,0,0,0,0,1.62E-05,4.31E-05,0,0,0,0,9.28E-05,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__unassigned,Psathyrellaceae,Saprotroph,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,"Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV482,0,2.40E-05,0,0,0,0,0,0,0,0,7.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110902,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__holubovae,Chalara,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Probable,NULL,"b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV485,0,0,0,0,0,0,0,0,0,0,0,0.002415283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__GS36;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__unassigned,Ceratobasidium,Pathotroph-Saprotroph-Symbiotroph,13,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Corticioid-Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV498,0,0,5.97E-05,7.44E-05,0.001110236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14E-05,0,0,0,0,0.00011702,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__disseminatus,Coprinellus,Saprotroph,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV5,0.183071699,0.011218587,0.239291468,0.050051452,0.07211228,0.146532453,0.344661753,0.240153493,0.024551149,0.345560722,0.003557269,0.197761699,0.465867994,0.235474662,0.464065343,0.045843073,0.005308084,0.008822396,0.005440634,0.164666734,0.465236509,0.003923771,0.366531361,0.243900578,0.004370206,0.384424179,0.006270983,0.008719745,0.053006082,0.071131654,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__tetracladius,Hymenoscyphus,Aquatic-Hyphomycete,13,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph,Microfungus,NULL,Possible,"Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","b'Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)'"
ASV507,0,7.56E-05,0,0,0,0,0,0,0,0,5.52E-05,0,0,0,0,0,0,5.82E-05,1.44E-05,0,0,0,0,0,0,8.07E-06,5.04E-05,3.25E-05,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Graddonia;s__coracina,-,,-,-,-,-,-,-,Unassigned,-
ASV512,0,0,0,0,0,0,9.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Kwoniella;s__shivajii,-,,-,-,-,-,-,-,Unassigned,-
ASV518,0,0.000182053,0,0,0,0,0,0,0,0,0.002016352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411115,0,0,0.000144307,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Filosporella;s__annelidica,Helotiaceae,Aquatic-Hyphomycete,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,"Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV521,0,0.000364106,0,0,0,0,0,0,0,0,0.000165553,0,0,0,0,0,3.52E-05,0,2.51E-05,1.62E-05,0,0,0,0,6.76E-05,0,0.001552623,0.000829765,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Vibrissea;s__flavovirens,Vibrissea,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV527,0,0,0,0,0,0,0,0,9.60E-06,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__diobovata,Rhodotorula,Pathotroph-Saprotroph,13,Pathotroph-Saprotroph,Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,Yeast,NULL,Probable,Opportunistic human pathogen,b'https://www.cdc.gov ((https://www.cdc.gov))'
ASV53,0.000365239,0.003548316,0.001099622,0.001826665,0.000920036,0.001060638,0.000269532,0.002004803,0.000185654,0.000751568,0.001833819,0.013606788,0.000254826,0.003519993,0.001176573,0.00033393,0.000153921,0.00038548,0.000111253,0.000336816,0.001537635,3.72E-05,0.00020793,0.000361507,0.000422378,0.000270358,0.006795245,0.000367983,0.000228371,0.001502567,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__sadebeckii,Taphrina,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ASV531,0,0,3.41E-05,0,0,0,0,0.000234938,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-05,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__clastophylla,Psathyrellaceae,Saprotroph,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,"Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV533,0.000141033,0,5.97E-05,3.72E-05,0.000216739,0,4.54E-05,0,0,0,0,0,1.31E-05,2.58E-05,2.65E-05,0.000139553,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__unassigned,Taphrina,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ASV534,0,0,0,0,0,0,0,0,0,0,0.000254697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__homopilatum,-,,-,-,-,-,-,-,Unassigned,-
ASV549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204292,0,0,0,0,0,0.000843346,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__dubia,Preussia,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV56,0.000155498,0.000474025,3.84E-05,0.000343016,0.001123506,0.000214813,5.15E-05,0.000292367,0.000118434,0.000164782,0.001515447,0.005835199,0.000467181,5.58E-05,2.27E-05,4.98E-05,0.000387002,0.000138191,0.000642397,0.000259714,0,0.000223035,0,0.00035749,6.76E-05,0,0.001915574,0.000321083,2.40E-05,9.92E-05,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Erysiphe;s__unassigned,Erysiphe,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,5.74E-05,0,0,0.000177602,0,0,0,0,0.000761188,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV568,0,0,0,0,0,0,9.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04E-06,0,0,8.07E-06,0,0,0,8.77E-05,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amorosiaceae;g__Angustimassarina;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV57,0.000122952,0.000250752,0.000200319,0.000710829,0.001397748,0.000624299,0.00021502,0.000636943,7.68E-05,0,0.000432985,0,1.63E-05,9.87E-05,0.000170244,0.000149521,1.76E-05,0,3.95E-05,0,0.000451092,0,5.42E-05,0.000108452,7.32E-05,0,0.002107131,9.74E-05,0,0,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromatales_fam_Incertae_sedis;g__Pseudomicrostroma;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09E-05,7.18E-06,0,0,0,0,0,0,0,9.07E-05,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV571,0,0,7.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-05,0,0,4.58E-05,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Buckleyzymaceae;g__Buckleyzyma;s__salicina,Buckleyzyma,Saprotroph,13,Saprotroph,Undefined Saprotroph,Yeast,NULL,Probable,NULL,"b'Wang QM, et al. 2015. Studies in Mycology 81:149-189 ((https://doi.org/10.1016/j.simyco.2015.12.002))'"
ASV588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,1.08E-05,0,0,0,0,0,5.07E-05,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__gracilis,-,,-,-,-,-,-,-,Unassigned,-
ASV594,0,0,0,0,0,0.000936449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;s__melinii,Cadophora,Symbiotroph,13,Symbiotroph,Endophyte,Microfungus,NULL,Highly Probable,"Dark Septate Endophyte, known from plant roots.","b'Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as DSE)'"
ASV596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__unassigned;g__unassigned;s__unassigned,-,Chytrid,-,-,-,-,-,-,Unassigned,-
ASV609,7.59E-05,0,8.95E-05,0,0,0,7.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Coprinus;s__foetidellus,Coprinus,Pathotroph-Saprotroph,13,Pathotroph-Saprotroph,Dung Saprotroph-Plant Pathogen,Agaricoid,NULL,Highly Probable,NULL,"b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV610,0.000242287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__gamsii,Mortierella,Saprotroph-Symbiotroph,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
ASV614,0.000166347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0,0,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromatales_fam_Incertae_sedis;g__Pseudomicrostroma;s__phylloplanum,-,,-,-,-,-,-,-,Unassigned,-
ASV619,0,0,0,0,0.000499827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__unassigned,Didymellaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64E-05,0,0,0,0,0,0,0,0.000574434,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia;s__unassigned,Venturiaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61E-05,0,0,0,0,0,1.08E-05,0,0,k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__dimorpha,Umbelopsis,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV631,0,0,0,6.20E-05,0,0,0,0,0,0,4.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__verii,Rhizopogon,Symbiotroph,13,Symbiotroph,Ectomycorrhizal,Gasteroid,Hypogeous,Highly Probable,Common name - false truffle,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
ASV634,7.23E-06,0,0,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Parafenestella;s__mackenziei,Cucurbitariaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0,0,0,0,7.22E-06,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys;s__unassigned,Clonostachys,Pathotroph,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV637,2.89E-05,0,0,0,0,0,0,0,0,0.000140668,5.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__arvensis,Agaricaceae,Saprotroph,9,Saprotroph,Undefined Saprotroph,Agaricoid-Gasteroid-Secotioid,NULL,Probable,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV640,0,0,4.69E-05,0,0,0,0,0,0,0,0,0,0,0,5.30E-05,0,0,0,0,0,0,0,2.26E-05,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__bisporus,Agaricaceae,Saprotroph,9,Saprotroph,Undefined Saprotroph,Agaricoid-Gasteroid-Secotioid,NULL,Probable,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV641,2.89E-05,0,0.000289823,0,0,0,0,0,0,7.23E-05,0,0,0,0.000124488,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola;s__unassigned,Parasola,Saprotroph,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
